Date,Open,High,Low,Close,Volume
2024-03-18,1535.2184849490855,1547.687098122507,1520.6562651691895,1529.1702880859375,1183544
2024-03-19,1527.448846371893,1527.448846371893,1483.2969426965944,1487.9959716796875,1915379
2024-03-20,1493.2067729488308,1506.5593080705457,1468.409142816829,1476.7835693359375,1815178
2024-03-21,1496.2309841339197,1507.3503169711378,1473.2943359448786,1484.8790283203125,2684744
2024-03-22,1451.5672305087319,1462.2213163497697,1403.367709087156,1449.566650390625,7468824
2024-03-26,1453.660888671875,1481.8548370836486,1447.4266387281618,1453.660888671875,4496344
2024-03-27,1459.9415759876272,1467.2459136092957,1432.957314863573,1438.726318359375,2589697
2024-03-28,1441.3317548404627,1452.5442261273283,1424.582902944318,1436.2606201171875,5301493
2024-04-01,1441.3318403956687,1459.9416769404804,1440.4013485684281,1448.49658203125,1014857
2024-04-02,1450.636856367265,1456.2198077067155,1419.0931585822814,1422.07080078125,2031775
2024-04-03,1419.3255399441282,1450.1247935400786,1412.4864484346012,1429.095703125,3343884
2024-04-04,1433.7016799862677,1444.5883876182102,1413.1377222152873,1432.631591796875,3388449
2024-04-05,1435.2371066861738,1440.1221888921655,1417.8835245751386,1437.842529296875,2773570
2024-04-08,1445.984344277823,1445.984344277823,1430.7708251487431,1433.0040283203125,1820136
2024-04-09,1432.9576055866603,1453.2423755674538,1427.8864698841835,1433.4228515625,2432095
2024-04-10,1433.934461076936,1444.262897536149,1429.4214848928243,1432.16650390625,1829986
2024-04-12,1430.1660324733507,1435.7024137751664,1410.8117557604219,1415.743408203125,4319991
2024-04-15,1402.3440854328057,1424.1176149714058,1390.154666296818,1400.4366455078125,3295684
2024-04-16,1383.0366061592626,1397.2266075656369,1365.3108037012505,1374.61572265625,2446933
2024-04-18,1374.3829300168259,1377.965300655175,1351.1670919388014,1364.891845703125,5180223
2024-04-19,1341.7690144645942,1354.330652256045,1335.255572646805,1346.88671875,5219506
2024-04-22,1351.2601289251031,1370.8935965177088,1349.6783383198765,1364.0079345703125,1939632
2024-04-23,1372.3823950465996,1397.0868844825352,1368.8464807298933,1383.315673828125,2783858
2024-04-24,1386.4329639439327,1392.8998373684215,1373.6852700452014,1376.43017578125,1321471
2024-04-25,1377.081393889339,1409.741749307336,1377.081393889339,1399.599365234375,4558032
2024-04-26,1411.4165452066763,1425.0017035501346,1363.1239952949147,1371.4053955078125,4328477
